gid_code,level,name,parent_gid_code
USA.18.53_1,2,Hickman,USA.18_1
USA.18.54_1,2,Hopkins,USA.18_1
USA.18.55_1,2,Jackson,USA.18_1
USA.18.56_1,2,Jefferson,USA.18_1
USA.18.57_1,2,Jessamine,USA.18_1
USA.18.58_1,2,Johnson,USA.18_1
USA.18.59_1,2,Kenton,USA.18_1
USA.18.60_1,2,Knott,USA.18_1
USA.18.61_1,2,Knox,USA.18_1
USA.18.62_1,2,Larue,USA.18_1
USA.18.63_1,2,Laurel,USA.18_1
USA.18.64_1,2,Lawrence,USA.18_1
USA.18.65_1,2,Lee,USA.18_1
USA.18.66_1,2,Leslie,USA.18_1
USA.18.67_1,2,Letcher,USA.18_1
USA.18.68_1,2,Lewis,USA.18_1
USA.18.69_1,2,Lincoln,USA.18_1
USA.18.70_1,2,Livingston,USA.18_1
USA.18.71_1,2,Logan,USA.18_1
USA.18.72_1,2,Lyon,USA.18_1
USA.18.73_1,2,Madison,USA.18_1
USA.18.74_1,2,Magoffin,USA.18_1
USA.18.75_1,2,Marion,USA.18_1
USA.18.76_1,2,Marshall,USA.18_1
USA.18.77_1,2,Martin,USA.18_1
USA.18.78_1,2,Mason,USA.18_1
USA.18.79_1,2,McCracken,USA.18_1
USA.18.80_1,2,McCreary,USA.18_1
USA.18.81_1,2,McLean,USA.18_1
USA.18.82_1,2,Meade,USA.18_1
USA.18.83_1,2,Menifee,USA.18_1
USA.18.84_1,2,Mercer,USA.18_1
USA.18.85_1,2,Metcalfe,USA.18_1
USA.18.86_1,2,Monroe,USA.18_1
USA.18.87_1,2,Montgomery,USA.18_1
USA.18.88_1,2,Morgan,USA.18_1
USA.18.89_1,2,Muhlenberg,USA.18_1
USA.18.90_1,2,Nelson,USA.18_1
USA.18.91_1,2,Nicholas,USA.18_1
USA.18.92_1,2,Ohio,USA.18_1
USA.18.93_1,2,Oldham,USA.18_1
USA.18.94_1,2,Owen,USA.18_1
USA.18.95_1,2,Owsley,USA.18_1
USA.18.96_1,2,Pendleton,USA.18_1
USA.18.97_1,2,Perry,USA.18_1
USA.18.98_1,2,Pike,USA.18_1
USA.18.99_1,2,Powell,USA.18_1
USA.18.100_1,2,Pulaski,USA.18_1
USA.18.101_1,2,Robertson,USA.18_1
USA.18.102_1,2,Rockcastle,USA.18_1
USA.18.103_1,2,Rowan,USA.18_1
USA.18.104_1,2,Russell,USA.18_1
USA.18.105_1,2,Scott,USA.18_1
USA.18.106_1,2,Shelby,USA.18_1
USA.18.107_1,2,Simpson,USA.18_1
USA.18.108_1,2,Spencer,USA.18_1
USA.18.109_1,2,Taylor,USA.18_1
USA.18.110_1,2,Todd,USA.18_1
USA.18.111_1,2,Trigg,USA.18_1
USA.18.112_1,2,Trimble,USA.18_1
USA.18.113_1,2,Union,USA.18_1
USA.18.114_1,2,Warren,USA.18_1
USA.18.115_1,2,Washington,USA.18_1
USA.18.116_1,2,Wayne,USA.18_1
USA.18.117_1,2,Webster,USA.18_1
USA.18.118_1,2,Whitley,USA.18_1
USA.18.119_1,2,Wolfe,USA.18_1
USA.18.120_1,2,Woodford,USA.18_1
USA.19.1_1,2,Acadia,USA.19_1
USA.19.2_1,2,Allen,USA.19_1
USA.19.3_1,2,Ascension,USA.19_1
USA.19.4_1,2,Assumption,USA.19_1
USA.19.5_1,2,Avoyelles,USA.19_1
USA.19.6_1,2,Beauregard,USA.19_1
USA.19.7_1,2,Bienville,USA.19_1
USA.19.8_1,2,Bossier,USA.19_1
USA.19.9_1,2,Caddo,USA.19_1
USA.19.10_1,2,Calcasieu,USA.19_1
USA.19.11_1,2,Caldwell,USA.19_1
USA.19.12_1,2,Cameron,USA.19_1
USA.19.13_1,2,Catahoula,USA.19_1
USA.19.14_1,2,Claiborne,USA.19_1
USA.19.15_1,2,Concordia,USA.19_1
USA.19.16_1,2,De Soto,USA.19_1
USA.19.17_1,2,East Baton Rouge,USA.19_1
USA.19.18_1,2,East Carroll,USA.19_1
USA.19.19_1,2,East Feliciana,USA.19_1
USA.19.20_1,2,Evangeline,USA.19_1
USA.19.21_1,2,Franklin,USA.19_1
USA.19.22_1,2,Grant,USA.19_1
USA.19.23_1,2,Iberia,USA.19_1
USA.19.24_1,2,Iberville,USA.19_1
USA.19.25_1,2,Jackson,USA.19_1
USA.19.26_1,2,Jefferson,USA.19_1
USA.19.27_1,2,Jefferson Davis,USA.19_1
USA.19.28_1,2,La Salle,USA.19_1
USA.19.29_1,2,Lafayette,USA.19_1
USA.19.30_1,2,Lafourche,USA.19_1
USA.19.31_1,2,Lincoln,USA.19_1
USA.19.32_1,2,Livingston,USA.19_1
USA.19.33_1,2,Madison,USA.19_1
USA.19.34_1,2,Morehouse,USA.19_1
USA.19.35_1,2,Natchitoches,USA.19_1
USA.19.36_1,2,Orleans,USA.19_1
USA.19.37_1,2,Ouachita,USA.19_1
USA.19.38_1,2,Plaquemines,USA.19_1
USA.19.39_1,2,Pointe Coupee,USA.19_1
USA.19.40_1,2,Rapides,USA.19_1
USA.19.41_1,2,Red River,USA.19_1
USA.19.42_1,2,Richland,USA.19_1
USA.19.43_1,2,Sabine,USA.19_1
USA.19.44_1,2,Saint Bernard,USA.19_1
USA.19.45_1,2,Saint Charles,USA.19_1
USA.19.46_1,2,Saint Helena,USA.19_1
USA.19.47_1,2,Saint James,USA.19_1
USA.19.48_1,2,Saint John the Baptist,USA.19_1
USA.19.49_1,2,Saint Landry,USA.19_1
USA.19.50_1,2,Saint Martin,USA.19_1
USA.19.51_1,2,Saint Mary,USA.19_1
USA.19.52_1,2,Saint Tammany,USA.19_1
USA.19.53_1,2,Tangipahoa,USA.19_1
USA.19.54_1,2,Tensas,USA.19_1
USA.19.55_1,2,Terrebonne,USA.19_1
USA.19.56_1,2,Union,USA.19_1
USA.19.57_1,2,Vermilion,USA.19_1
USA.19.58_1,2,Vernon,USA.19_1
USA.19.59_1,2,Washington,USA.19_1
USA.19.60_1,2,Webster,USA.19_1
USA.19.61_1,2,West Baton Rouge,USA.19_1
USA.19.62_1,2,West Carroll,USA.19_1
USA.19.63_1,2,West Feliciana,USA.19_1
USA.19.64_1,2,Winn,USA.19_1
USA.20.1_1,2,Androscoggin,USA.20_1
USA.20.2_1,2,Aroostook,USA.20_1
USA.20.3_1,2,Cumberland,USA.20_1
USA.20.4_1,2,Franklin,USA.20_1
USA.20.5_1,2,Hancock,USA.20_1
USA.20.6_1,2,Kennebec,USA.20_1
USA.20.7_1,2,Knox,USA.20_1
USA.20.8_1,2,Lincoln,USA.20_1
USA.20.9_1,2,Oxford,USA.20_1
USA.20.10_1,2,Penobscot,USA.20_1
USA.20.11_1,2,Piscataquis,USA.20_1
USA.20.12_1,2,Sagadahoc,USA.20_1
USA.20.13_1,2,Somerset,USA.20_1
USA.20.14_1,2,Waldo,USA.20_1
USA.20.15_1,2,Washington,USA.20_1
USA.20.16_1,2,York,USA.20_1
USA.21.1_1,2,Allegany,USA.21_1
USA.21.2_1,2,Anne Arundel,USA.21_1
USA.21.3_1,2,Baltimore,USA.21_1
USA.21.4_1,2,Calvert,USA.21_1
USA.21.5_1,2,Caroline,USA.21_1
USA.21.6_1,2,Carroll,USA.21_1
USA.21.7_1,2,Cecil,USA.21_1
USA.21.8_1,2,Charles,USA.21_1
USA.21.9_1,2,Dorchester,USA.21_1
USA.21.10_1,2,Frederick,USA.21_1
USA.21.11_1,2,Garrett,USA.21_1
USA.21.12_1,2,Harford,USA.21_1
USA.21.13_1,2,Howard,USA.21_1
USA.21.14_1,2,Kent,USA.21_1
USA.21.15_1,2,Montgomery,USA.21_1
USA.21.16_1,2,Prince George's,USA.21_1
USA.21.17_1,2,Queen Anne's,USA.21_1
USA.21.18_1,2,Saint Mary's,USA.21_1
USA.21.19_1,2,Somerset,USA.21_1
USA.21.20_1,2,Talbot,USA.21_1
USA.21.21_1,2,Washington,USA.21_1
USA.21.22_1,2,Wicomico,USA.21_1
USA.21.23_1,2,Worcester,USA.21_1
USA.22.1_1,2,Barnstable,USA.22_1
USA.22.2_1,2,Berkshire,USA.22_1
USA.22.3_1,2,Bristol,USA.22_1
USA.22.4_1,2,Dukes,USA.22_1
USA.22.5_1,2,Essex,USA.22_1
USA.22.6_1,2,Franklin,USA.22_1
USA.22.7_1,2,Hampden,USA.22_1
USA.22.8_1,2,Hampshire,USA.22_1
USA.22.9_1,2,Middlesex,USA.22_1
USA.22.10_1,2,Nantucket,USA.22_1
USA.22.11_1,2,Norfolk,USA.22_1
USA.22.12_1,2,Plymouth,USA.22_1
USA.22.13_1,2,Suffolk,USA.22_1
USA.22.14_1,2,Worcester,USA.22_1
USA.23.1_1,2,Alcona,USA.23_1
USA.23.2_1,2,Alger,USA.23_1
USA.23.3_1,2,Allegan,USA.23_1
USA.23.4_1,2,Alpena,USA.23_1
USA.23.5_1,2,Antrim,USA.23_1
USA.23.6_1,2,Arenac,USA.23_1
USA.23.7_1,2,Baraga,USA.23_1
USA.23.8_1,2,Barry,USA.23_1
USA.23.9_1,2,Bay,USA.23_1
USA.23.10_1,2,Benzie,USA.23_1
USA.23.11_1,2,Berrien,USA.23_1
USA.23.12_1,2,Branch,USA.23_1
USA.23.13_1,2,Calhoun,USA.23_1
USA.23.14_1,2,Cass,USA.23_1
USA.23.15_1,2,Charlevoix,USA.23_1
USA.23.16_1,2,Cheboygan,USA.23_1
USA.23.17_1,2,Chippewa,USA.23_1
USA.23.18_1,2,Clare,USA.23_1
USA.23.19_1,2,Clinton,USA.23_1
USA.23.20_1,2,Crawford,USA.23_1
USA.23.21_1,2,Delta,USA.23_1
USA.23.22_1,2,Dickinson,USA.23_1
USA.23.23_1,2,Eaton,USA.23_1
USA.23.24_1,2,Emmet,USA.23_1
USA.23.25_1,2,Genesee,USA.23_1
USA.23.26_1,2,Gladwin,USA.23_1
USA.23.27_1,2,Gogebic,USA.23_1
USA.23.28_1,2,Grand Traverse,USA.23_1
USA.23.29_1,2,Gratiot,USA.23_1
USA.23.30_1,2,Hillsdale,USA.23_1
USA.23.31_1,2,Houghton,USA.23_1
USA.23.32_1,2,Huron,USA.23_1
USA.23.33_1,2,Ingham,USA.23_1
USA.23.34_1,2,Ionia,USA.23_1
USA.23.35_1,2,Iosco,USA.23_1
USA.23.36_1,2,Iron,USA.23_1
USA.23.37_1,2,Isabella,USA.23_1
USA.23.38_1,2,Jackson,USA.23_1
USA.23.39_1,2,Kalamazoo,USA.23_1
USA.23.40_1,2,Kalkaska,USA.23_1
USA.23.41_1,2,Kent,USA.23_1
USA.23.42_1,2,Keweenaw,USA.23_1
USA.23.43_1,2,Lake,USA.23_1
USA.23.44_1,2,Lake Hurron,USA.23_1
USA.23.45_1,2,Lake Michigan,USA.23_1
USA.23.46_1,2,Lake St. Clair,USA.23_1
USA.23.47_1,2,Lake Superior,USA.23_1
USA.23.48_1,2,Lapeer,USA.23_1
USA.23.49_1,2,Leelanau,USA.23_1
USA.23.50_1,2,Lenawee,USA.23_1
USA.23.51_1,2,Livingston,USA.23_1
USA.23.52_1,2,Luce,USA.23_1
USA.23.53_1,2,Mackinac,USA.23_1
USA.23.54_1,2,Macomb,USA.23_1
USA.23.55_1,2,Manistee,USA.23_1
USA.23.56_1,2,Marquette,USA.23_1
USA.23.57_1,2,Mason,USA.23_1
USA.23.58_1,2,Mecosta,USA.23_1
USA.23.59_1,2,Menominee,USA.23_1
USA.23.60_1,2,Midland,USA.23_1
USA.23.61_1,2,Missaukee,USA.23_1
USA.23.62_1,2,Monroe,USA.23_1
USA.23.63_1,2,Montcalm,USA.23_1
USA.23.64_1,2,Montmorency,USA.23_1
USA.23.65_1,2,Muskegon,USA.23_1
USA.23.66_1,2,Newaygo,USA.23_1
USA.23.67_1,2,Oakland,USA.23_1
USA.23.68_1,2,Oceana,USA.23_1
USA.23.69_1,2,Ogemaw,USA.23_1
USA.23.70_1,2,Ontonagon,USA.23_1
USA.23.71_1,2,Osceola,USA.23_1
USA.23.72_1,2,Oscoda,USA.23_1
USA.23.73_1,2,Otsego,USA.23_1
USA.23.74_1,2,Ottawa,USA.23_1
USA.23.75_1,2,Presque Isle,USA.23_1
USA.23.76_1,2,Roscommon,USA.23_1
USA.23.77_1,2,Saginaw,USA.23_1
USA.23.78_1,2,Saint Clair,USA.23_1
USA.23.79_1,2,Saint Joseph,USA.23_1
USA.23.80_1,2,Sanilac,USA.23_1
USA.23.81_1,2,Schoolcraft,USA.23_1
USA.23.82_1,2,Shiawassee,USA.23_1
USA.23.83_1,2,Tuscola,USA.23_1
USA.23.84_1,2,Van Buren,USA.23_1
USA.23.85_1,2,Washtenaw,USA.23_1
USA.23.86_1,2,Wayne,USA.23_1
USA.23.87_1,2,Wexford,USA.23_1
USA.24.1_1,2,Aitkin,USA.24_1
USA.24.2_1,2,Anoka,USA.24_1
USA.24.3_1,2,Becker,USA.24_1
USA.24.4_1,2,Beltrami,USA.24_1
USA.24.5_1,2,Benton,USA.24_1
USA.24.6_1,2,Big Stone,USA.24_1
USA.24.7_1,2,Blue Earth,USA.24_1
USA.24.8_1,2,Brown,USA.24_1
USA.24.9_1,2,Carlton,USA.24_1
USA.24.10_1,2,Carver,USA.24_1
USA.24.11_1,2,Cass,USA.24_1
USA.24.12_1,2,Chippewa,USA.24_1
USA.24.13_1,2,Chisago,USA.24_1
USA.24.14_1,2,Clay,USA.24_1
USA.24.15_1,2,Clearwater,USA.24_1
USA.24.16_1,2,Cook,USA.24_1
USA.24.17_1,2,Cottonwood,USA.24_1
USA.24.18_1,2,Crow Wing,USA.24_1
USA.24.19_1,2,Dakota,USA.24_1
USA.24.20_1,2,Dodge,USA.24_1
USA.24.21_1,2,Douglas,USA.24_1
USA.24.22_1,2,Faribault,USA.24_1
USA.24.23_1,2,Fillmore,USA.24_1
USA.24.24_1,2,Freeborn,USA.24_1
USA.24.25_1,2,Goodhue,USA.24_1
USA.24.26_1,2,Grant,USA.24_1
USA.24.27_1,2,Hennepin,USA.24_1
USA.24.28_1,2,Houston,USA.24_1
USA.24.29_1,2,Hubbard,USA.24_1
USA.24.30_1,2,Isanti,USA.24_1
USA.24.31_1,2,Itasca,USA.24_1
USA.24.32_1,2,Jackson,USA.24_1
USA.24.33_1,2,Kanabec,USA.24_1
USA.24.34_1,2,Kandiyohi,USA.24_1
USA.24.35_1,2,Kittson,USA.24_1
USA.24.36_1,2,Koochiching,USA.24_1
USA.24.37_1,2,Lac qui Parle,USA.24_1
USA.24.38_1,2,Lake,USA.24_1
USA.24.39_1,2,Lake of the Woods,USA.24_1
USA.24.40_1,2,Lake Superior,USA.24_1
USA.24.41_1,2,Le Sueur,USA.24_1
USA.24.42_1,2,Lincoln,USA.24_1
USA.24.43_1,2,Lyon,USA.24_1
USA.24.44_1,2,Mahnomen,USA.24_1
USA.24.45_1,2,Marshall,USA.24_1
USA.24.46_1,2,Martin,USA.24_1
USA.24.47_1,2,McLeod,USA.24_1
USA.24.48_1,2,Meeker,USA.24_1
USA.24.49_1,2,Mille Lacs,USA.24_1
USA.24.50_1,2,Morrison,USA.24_1
USA.24.51_1,2,Mower,USA.24_1
USA.24.52_1,2,Murray,USA.24_1
USA.24.53_1,2,Nicollet,USA.24_1
USA.24.54_1,2,Nobles,USA.24_1
USA.24.55_1,2,Norman,USA.24_1
USA.24.56_1,2,Olmsted,USA.24_1
USA.24.57_1,2,Otter Tail,USA.24_1
USA.24.58_1,2,Pennington,USA.24_1
USA.24.59_1,2,Pine,USA.24_1
USA.24.60_1,2,Pipestone,USA.24_1
USA.24.61_1,2,Polk,USA.24_1
USA.24.62_1,2,Pope,USA.24_1
USA.24.63_1,2,Ramsey,USA.24_1
USA.24.64_1,2,Red Lake,USA.24_1
USA.24.65_1,2,Redwood,USA.24_1
USA.24.66_1,2,Renville,USA.24_1
USA.24.67_1,2,Rice,USA.24_1
USA.24.68_1,2,Rock,USA.24_1
USA.24.69_1,2,Roseau,USA.24_1
USA.24.70_1,2,Saint Louis,USA.24_1
USA.24.71_1,2,Scott,USA.24_1
USA.24.72_1,2,Sherburne,USA.24_1
USA.24.73_1,2,Sibley,USA.24_1
USA.24.74_1,2,Stearns,USA.24_1
USA.24.75_1,2,Steele,USA.24_1
USA.24.76_1,2,Stevens,USA.24_1
USA.24.77_1,2,Swift,USA.24_1
USA.24.78_1,2,Todd,USA.24_1
USA.24.79_1,2,Traverse,USA.24_1
USA.24.80_1,2,Wabasha,USA.24_1
USA.24.81_1,2,Wadena,USA.24_1
USA.24.82_1,2,Waseca,USA.24_1
USA.24.83_1,2,Washington,USA.24_1
USA.24.84_1,2,Watonwan,USA.24_1
USA.24.85_1,2,Wilkin,USA.24_1
USA.24.86_1,2,Winona,USA.24_1
USA.24.87_1,2,Wright,USA.24_1
USA.24.88_1,2,Yellow Medicine,USA.24_1
USA.25.1_1,2,Adams,USA.25_1
USA.25.2_1,2,Alcorn,USA.25_1
USA.25.3_1,2,Amite,USA.25_1
USA.25.4_1,2,Attala,USA.25_1
USA.25.5_1,2,Benton,USA.25_1
USA.25.6_1,2,Bolivar,USA.25_1
USA.25.7_1,2,Calhoun,USA.25_1
USA.25.8_1,2,Carroll,USA.25_1
USA.25.9_1,2,Chickasaw,USA.25_1
USA.25.10_1,2,Choctaw,USA.25_1
USA.25.11_1,2,Claiborne,USA.25_1
USA.25.12_1,2,Clarke,USA.25_1
USA.25.13_1,2,Clay,USA.25_1
USA.25.14_1,2,Coahoma,USA.25_1
USA.25.15_1,2,Copiah,USA.25_1
USA.25.16_1,2,Covington,USA.25_1
USA.25.17_1,2,Desoto,USA.25_1
USA.25.18_1,2,Forrest,USA.25_1
USA.25.19_1,2,Franklin,USA.25_1
USA.25.20_1,2,George,USA.25_1
USA.25.21_1,2,Greene,USA.25_1
USA.25.22_1,2,Grenada,USA.25_1
USA.25.23_1,2,Hancock,USA.25_1
USA.25.24_1,2,Harrison,USA.25_1
USA.25.25_1,2,Hinds,USA.25_1
USA.25.26_1,2,Holmes,USA.25_1
USA.25.27_1,2,Humphreys,USA.25_1
USA.25.28_1,2,Issaquena,USA.25_1
USA.25.29_1,2,Itawamba,USA.25_1
USA.25.30_1,2,Jackson,USA.25_1
USA.25.31_1,2,Jasper,USA.25_1
USA.25.32_1,2,Jefferson,USA.25_1
USA.25.33_1,2,Jefferson Davis,USA.25_1
USA.25.34_1,2,Jones,USA.25_1
USA.25.35_1,2,Kemper,USA.25_1
USA.25.36_1,2,Lafayette,USA.25_1
USA.25.37_1,2,Lamar,USA.25_1
USA.25.38_1,2,Lauderdale,USA.25_1
USA.25.39_1,2,Lawrence,USA.25_1
USA.25.40_1,2,Leake,USA.25_1
USA.25.41_1,2,Lee,USA.25_1
USA.25.42_1,2,Leflore,USA.25_1
USA.25.43_1,2,Lincoln,USA.25_1
USA.25.44_1,2,Lowndes,USA.25_1
USA.25.45_1,2,Madison,USA.25_1
USA.25.46_1,2,Marion,USA.25_1
USA.25.47_1,2,Marshall,USA.25_1
USA.25.48_1,2,Monroe,USA.25_1
USA.25.49_1,2,Montgomery,USA.25_1
USA.25.50_1,2,Neshoba,USA.25_1
USA.25.51_1,2,Newton,USA.25_1
USA.25.52_1,2,Noxubee,USA.25_1
USA.25.53_1,2,Oktibbeha,USA.25_1
USA.25.54_1,2,Panola,USA.25_1
USA.25.55_1,2,Pearl River,USA.25_1
USA.25.56_1,2,Perry,USA.25_1
USA.25.57_1,2,Pike,USA.25_1
USA.25.58_1,2,Pontotoc,USA.25_1
USA.25.59_1,2,Prentiss,USA.25_1
USA.25.60_1,2,Quitman,USA.25_1
USA.25.61_1,2,Rankin,USA.25_1
USA.25.62_1,2,Scott,USA.25_1
USA.25.63_1,2,Sharkey,USA.25_1
USA.25.64_1,2,Simpson,USA.25_1
USA.25.65_1,2,Smith,USA.25_1
USA.25.66_1,2,Stone,USA.25_1
USA.25.67_1,2,Sunflower,USA.25_1
USA.25.68_1,2,Tallahatchie,USA.25_1
USA.25.69_1,2,Tate,USA.25_1
USA.25.70_1,2,Tippah,USA.25_1
USA.25.71_1,2,Tishomingo,USA.25_1
USA.25.72_1,2,Tunica,USA.25_1
USA.25.73_1,2,Union,USA.25_1
USA.25.74_1,2,Walthall,USA.25_1
USA.25.75_1,2,Warren,USA.25_1
USA.25.76_1,2,Washington,USA.25_1
USA.25.77_1,2,Wayne,USA.25_1
USA.25.78_1,2,Webster,USA.25_1
USA.25.79_1,2,Wilkinson,USA.25_1
USA.25.80_1,2,Winston,USA.25_1
USA.25.81_1,2,Yalobusha,USA.25_1
USA.25.82_1,2,Yazoo,USA.25_1
USA.26.1_1,2,Adair,USA.26_1
USA.26.2_1,2,Andrew,USA.26_1
USA.26.3_1,2,Atchison,USA.26_1
USA.26.4_1,2,Audrain,USA.26_1
USA.26.5_1,2,Barry,USA.26_1
USA.26.6_1,2,Barton,USA.26_1
USA.26.7_1,2,Bates,USA.26_1
USA.26.8_1,2,Benton,USA.26_1
USA.26.9_1,2,Bollinger,USA.26_1
USA.26.10_1,2,Boone,USA.26_1
USA.26.11_1,2,Buchanan,USA.26_1
USA.26.12_1,2,Butler,USA.26_1
USA.26.13_1,2,Caldwell,USA.26_1
USA.26.14_1,2,Callaway,USA.26_1
USA.26.15_1,2,Camden,USA.26_1
USA.26.16_1,2,Cape Girardeau,USA.26_1
USA.26.17_1,2,Carroll,USA.26_1
USA.26.18_1,2,Carter,USA.26_1
USA.26.19_1,2,Cass,USA.26_1
USA.26.20_1,2,Cedar,USA.26_1
USA.26.21_1,2,Chariton,USA.26_1
USA.26.22_1,2,Christian,USA.26_1
USA.26.23_1,2,Clark,USA.26_1
USA.26.24_1,2,Clay,USA.26_1
USA.26.25_1,2,Clinton,USA.26_1
USA.26.26_1,2,Cole,USA.26_1
USA.26.27_1,2,Cooper,USA.26_1
USA.26.28_1,2,Crawford,USA.26_1
USA.26.29_1,2,Dade,USA.26_1
USA.26.30_1,2,Dallas,USA.26_1
USA.26.31_1,2,Daviess,USA.26_1
USA.26.32_1,2,De Kalb,USA.26_1
USA.26.33_1,2,Dent,USA.26_1
USA.26.34_1,2,Douglas,USA.26_1
USA.26.35_1,2,Dunklin,USA.26_1
USA.26.36_1,2,Franklin,USA.26_1
USA.26.37_1,2,Gasconade,USA.26_1
USA.26.38_1,2,Gentry,USA.26_1
USA.26.39_1,2,Greene,USA.26_1
USA.26.40_1,2,Grundy,USA.26_1
USA.26.41_1,2,Harrison,USA.26_1
USA.26.42_1,2,Henry,USA.26_1
USA.26.43_1,2,Hickory,USA.26_1
USA.26.44_1,2,Holt,USA.26_1
USA.26.45_1,2,Howard,USA.26_1
USA.26.46_1,2,Howell,USA.26_1
USA.26.47_1,2,Iron,USA.26_1
USA.26.48_1,2,Jackson,USA.26_1
USA.26.49_1,2,Jasper,USA.26_1
USA.26.50_1,2,Jefferson,USA.26_1
USA.26.51_1,2,Johnson,USA.26_1
USA.26.52_1,2,Knox,USA.26_1
USA.26.53_1,2,Laclede,USA.26_1
USA.26.54_1,2,Lafayette,USA.26_1
USA.26.55_1,2,Lawrence,USA.26_1
USA.26.56_1,2,Lewis,USA.26_1
USA.26.57_1,2,Lincoln,USA.26_1
USA.26.58_1,2,Linn,USA.26_1
USA.26.59_1,2,Livingston,USA.26_1
USA.26.60_1,2,Macon,USA.26_1
USA.26.61_1,2,Madison,USA.26_1
USA.26.62_1,2,Maries,USA.26_1
USA.26.63_1,2,Marion,USA.26_1
USA.26.64_1,2,McDonald,USA.26_1
USA.26.65_1,2,Mercer,USA.26_1
USA.26.66_1,2,Miller,USA.26_1
USA.26.67_1,2,Mississippi,USA.26_1
USA.26.68_1,2,Moniteau,USA.26_1
USA.26.69_1,2,Monroe,USA.26_1
USA.26.70_1,2,Montgomery,USA.26_1
USA.26.71_1,2,Morgan,USA.26_1
USA.26.72_1,2,New Madrid,USA.26_1
USA.26.73_1,2,Newton,USA.26_1
USA.26.74_1,2,Nodaway,USA.26_1
USA.26.75_1,2,Oregon,USA.26_1
USA.26.76_1,2,Osage,USA.26_1
USA.26.77_1,2,Ozark,USA.26_1
USA.26.78_1,2,Pemiscot,USA.26_1
USA.26.79_1,2,Perry,USA.26_1
USA.26.80_1,2,Pettis,USA.26_1
USA.26.81_1,2,Phelps,USA.26_1
USA.26.82_1,2,Pike,USA.26_1
USA.26.83_1,2,Platte,USA.26_1
USA.26.84_1,2,Polk,USA.26_1
USA.26.85_1,2,Pulaski,USA.26_1
USA.26.86_1,2,Putnam,USA.26_1
USA.26.87_1,2,Ralls,USA.26_1
USA.26.88_1,2,Randolph,USA.26_1
USA.26.89_1,2,Ray,USA.26_1
USA.26.90_1,2,Reynolds,USA.26_1
USA.26.91_1,2,Ripley,USA.26_1
USA.26.92_1,2,Saint Charles,USA.26_1
USA.26.93_1,2,Saint Clair,USA.26_1
USA.26.94_1,2,Saint Francois,USA.26_1
USA.26.95_1,2,Saint Louis,USA.26_1
USA.26.96_1,2,Sainte Genevieve,USA.26_1
USA.26.97_1,2,Saline,USA.26_1
USA.26.98_1,2,Schuyler,USA.26_1
USA.26.99_1,2,Scotland,USA.26_1
USA.26.100_1,2,Scott,USA.26_1
USA.26.101_1,2,Shannon,USA.26_1
USA.26.102_1,2,Shelby,USA.26_1
USA.26.103_1,2,Stoddard,USA.26_1
USA.26.104_1,2,Stone,USA.26_1
USA.26.105_1,2,Sullivan,USA.26_1
USA.26.106_1,2,Taney,USA.26_1
USA.26.107_1,2,Texas,USA.26_1
USA.26.108_1,2,Vernon,USA.26_1
USA.26.109_1,2,Warren,USA.26_1
USA.26.110_1,2,Washington,USA.26_1
USA.26.111_1,2,Wayne,USA.26_1
USA.26.112_1,2,Webster,USA.26_1
USA.26.113_1,2,Worth,USA.26_1
USA.26.114_1,2,Wright,USA.26_1
USA.27.1_1,2,Beaverhead,USA.27_1
USA.27.2_1,2,Big Horn,USA.27_1
USA.27.3_1,2,Blaine,USA.27_1
USA.27.4_1,2,Broadwater,USA.27_1
USA.27.5_1,2,Carbon,USA.27_1
USA.27.6_1,2,Carter,USA.27_1
USA.27.7_1,2,Cascade,USA.27_1
USA.27.8_1,2,Chouteau,USA.27_1
USA.27.9_1,2,Custer,USA.27_1
USA.27.10_1,2,Daniels,USA.27_1
USA.27.11_1,2,Dawson,USA.27_1
USA.27.12_1,2,Deer Lodge,USA.27_1
USA.27.13_1,2,Fallon,USA.27_1
USA.27.14_1,2,Fergus,USA.27_1
USA.27.15_1,2,Flathead,USA.27_1
USA.27.16_1,2,Gallatin,USA.27_1
USA.27.17_1,2,Garfield,USA.27_1
USA.27.18_1,2,Glacier,USA.27_1
USA.27.19_1,2,Golden Valley,USA.27_1
USA.27.20_1,2,Granite,USA.27_1
USA.27.21_1,2,Hill,USA.27_1
USA.27.22_1,2,Jefferson,USA.27_1
USA.27.23_1,2,Judith Basin,USA.27_1
USA.27.24_1,2,Lake,USA.27_1
USA.27.25_1,2,Lewis and Clark,USA.27_1
USA.27.26_1,2,Liberty,USA.27_1
USA.27.27_1,2,Lincoln,USA.27_1
USA.27.28_1,2,Madison,USA.27_1
USA.27.29_1,2,McCone,USA.27_1
USA.27.30_1,2,Meagher,USA.27_1
USA.27.31_1,2,Mineral,USA.27_1
USA.27.32_1,2,Missoula,USA.27_1
USA.27.33_1,2,Musselshell,USA.27_1
USA.27.34_1,2,Park,USA.27_1
USA.27.35_1,2,Petroleum,USA.27_1
USA.27.36_1,2,Phillips,USA.27_1
USA.27.37_1,2,Pondera,USA.27_1
USA.27.38_1,2,Powder River,USA.27_1
USA.27.39_1,2,Powell,USA.27_1
USA.27.40_1,2,Prairie,USA.27_1
USA.27.41_1,2,Ravalli,USA.27_1
USA.27.42_1,2,Richland,USA.27_1
USA.27.43_1,2,Roosevelt,USA.27_1
USA.27.44_1,2,Rosebud,USA.27_1
